"cf_id","contact_id","company_name","description","goal","pledged","outcome","backers_count","country","currency","launch_date","end_date","category_id","subcategory_id"
1903,4736,"Acevedo-Huffman","Pre-emptive impactful model","$9,500.00","$4,460.00","failed",56,"US","USD","2021-06-17","2021-08-27","cat5 ","subcat11"
296,3321,"Lee, Ali and Guzman","Polarized upward-trending Local Area Network","$8,600.00","$3,589.00","failed",92,"US","USD","2020-09-15","2021-02-23","cat5 ","subcat11"
135,4603,"Pham, Avila and Nash","Multi-channeled next generation architecture","$7,200.00","$3,326.00","failed",128,"US","USD","2020-05-27","2021-04-14","cat5 ","subcat11"
1620,6061,"Mayer-Richmond","Progressive zero-defect capability","$101,400.00","$47,037.00","failed",747,"US","USD","2021-06-02","2021-06-30","cat5 ","subcat11"
2530,3858,"Delgado-Hatfield","Up-sized composite success","$100.00","$4.00","failed",1,"CA","CAD","2020-12-14","2021-07-06","cat5 ","subcat11"
2450,3814,"Morales Group","Optimized bi-directional extranet","$183,800.00","$1,667.00","failed",54,"US","USD","2021-05-21","2022-01-07","cat5 ","subcat11"
1598,4613,"Ramirez Group","Open-architected uniform instruction set","$8,800.00","$622.00","failed",10,"US","USD","2020-12-12","2021-06-28","cat5 ","subcat11"
1281,5179,"Rosario-Smith","Enterprise-wide intermediate portal","$189,200.00","$188,480.00","failed",6080,"CA","CAD","2021-05-16","2021-07-22","cat5 ","subcat11"
30,2740,"Yu and Sons","Adaptive context-sensitive architecture","$6,700.00","$5,569.00","failed",105,"US","USD","2021-09-28","2021-12-17","cat5 ","subcat11"
1941,5177,"Lamb-Sanders","Stand-alone reciprocal frame","$197,700.00","$127,591.00","failed",2604,"DK","DKK","2021-04-30","2021-12-26","cat5 ","subcat11"
583,5409,"Mills, Frazier and Perez","Proactive attitude-oriented knowledge user","$170,400.00","$160,422.00","failed",2468,"US","USD","2021-05-30","2021-09-09","cat5 ","subcat13"
1509,3451,"Ruiz, Richardson and Cole","Team-oriented static interface","$7,300.00","$2,946.00","failed",40,"US","USD","2020-10-28","2021-04-20","cat5 ","subcat13"
2021,4321,"Cline, Peterson and Lowery","Innovative static budgetary management","$50,500.00","$16,389.00","failed",191,"US","USD","2021-03-12","2021-10-24","cat5 ","subcat13"
2729,3863,"Wilson and Sons","Monitored grid-enabled model","$3,500.00","$3,295.00","failed",35,"IT","EUR","2021-05-16","2021-10-11","cat5 ","subcat13"
495,5637,"Wang, Koch and Weaver","Digitized analyzing capacity","$196,700.00","$174,039.00","failed",3868,"IT","EUR","2021-08-01","2021-12-27","cat5 ","subcat13"
1179,3486,"Romero and Sons","Object-based client-server application","$5,200.00","$3,079.00","failed",60,"US","USD","2020-10-01","2021-06-12","cat5 ","subcat20"
2745,3233,"Bailey PLC","Innovative actuating conglomeration","$1,000.00","$718.00","failed",19,"US","USD","2020-04-28","2021-03-22","cat5 ","subcat20"
843,3699,"Garner and Sons","Versatile neutral workforce","$5,100.00","$1,414.00","failed",24,"US","USD","2020-09-17","2021-04-26","cat5 ","subcat20"
1369,1850,"Schultz Inc","Synergistic tertiary time-frame","$9,400.00","$6,338.00","failed",226,"DK","DKK","2021-01-28","2021-08-24","cat5 ","subcat23"
3030,2939,"Moore, Dudley and Navarro","Organic multi-tasking focus group","$129,400.00","$57,911.00","failed",934,"US","USD","2021-03-09","2021-06-28","cat5 ","subcat23"
783,4520,"Saunders Ltd","Multi-layered multi-tasking secured line","$182,400.00","$102,749.00","failed",1181,"US","USD","2020-05-20","2021-03-06","cat5 ","subcat23"
88,5388,"Hogan, Porter and Rivera","Organic object-oriented core","$8,500.00","$4,613.00","failed",113,"US","USD","2021-07-14","2021-08-23","cat5 ","subcat23"
359,2993,"Martinez-Johnson","Sharable radical toolset","$96,500.00","$16,168.00","failed",245,"US","USD","2021-04-29","2021-12-14","cat5 ","subcat23"
1193,3992,"Russo, Kim and Mccoy","Balanced optimal hardware","$10,000.00","$824.00","failed",14,"US","USD","2020-11-17","2021-09-22","cat5 ","subcat23"
1973,2357,"Montgomery-Castro","De-engineered disintermediate encryption","$43,800.00","$13,653.00","failed",248,"AU","AUD","2021-01-26","2022-01-18","cat5 ","subcat23"
1994,4093,"Boyle Ltd","Streamlined fault-tolerant conglomeration","$3,300.00","$1,980.00","failed",21,"US","USD","2021-03-07","2021-09-06","cat5 ","subcat23"
1475,2813,"Wood Inc","Re-engineered composite focus group","$187,600.00","$35,698.00","failed",830,"US","USD","2020-08-17","2021-08-05","cat5 ","subcat23"
2423,5559,"Cooke PLC","Focused executive core","$100.00","$5.00","failed",1,"DK","DKK","2020-12-05","2021-09-25","cat6 ","subcat10"
2901,4499,"Miller-Patel","Mandatory uniform strategy","$60,400.00","$4,393.00","failed",151,"US","USD","2021-11-21","2021-12-19","cat6 ","subcat10"
1831,5470,"Morales-Odonnell","Exclusive 5thgeneration structure","$125,400.00","$53,324.00","failed",846,"US","USD","2020-09-03","2021-02-15","cat6 ","subcat10"
2489,2272,"Miller Ltd","Open-architected mobile emulation","$198,600.00","$97,037.00","failed",1198,"US","USD","2020-11-10","2021-10-30","cat6 ","subcat10"
2093,3999,"Ford LLC","Centralized tangible success","$169,700.00","$168,048.00","failed",2025,"GB","GBP","2021-08-01","2021-10-05","cat6 ","subcat10"
423,4330,"Huff-Johnson","Universal fault-tolerant orchestration","$195,200.00","$78,630.00","failed",742,"US","USD","2021-03-27","2021-11-17","cat6 ","subcat10"
468,6026,"Barrett PLC","Team-oriented clear-thinking capacity","$166,700.00","$145,382.00","failed",3304,"IT","EUR","2021-03-20","2021-04-16","cat6 ","subcat14"
186,4034,"Taylor PLC","Seamless zero-defect solution","$136,800.00","$88,055.00","failed",3387,"US","USD","2020-05-21","2021-01-28","cat6 ","subcat14"
358,1249,"Sandoval-Powell","Phased holistic implementation","$84,400.00","$8,092.00","failed",80,"US","USD","2021-05-09","2021-08-03","cat6 ","subcat14"
2080,1904,"Murphy PLC","Optional solution-oriented instruction set","$191,500.00","$57,122.00","failed",1120,"US","USD","2021-06-26","2021-10-13","cat6 ","subcat14"
1987,1494,"Martin, Russell and Baker","Focused solution-oriented instruction set","$4,200.00","$689.00","failed",9,"US","USD","2021-01-21","2021-12-30","cat6 ","subcat14"
1652,2354,"Morrow, Santiago and Soto","Stand-alone human-resource workforce","$105,000.00","$96,328.00","failed",1784,"US","USD","2021-05-05","2021-05-26","cat6 ","subcat14"
2071,5124,"Murphy-Fox","Organic system-worthy orchestration","$5,300.00","$4,432.00","failed",111,"US","USD","2021-06-08","2021-12-27","cat6 ","subcat14"
1623,1372,"Jensen-Vargas","Ameliorated explicit parallelism","$89,900.00","$12,497.00","failed",347,"US","USD","2020-08-27","2021-04-06","cat6 ","subcat16"
1575,4790,"Cox Group","Synergized analyzing process improvement","$7,100.00","$5,824.00","failed",86,"AU","AUD","2021-01-20","2021-04-29","cat6 ","subcat16"
182,3651,"Rodriguez, Johnson and Jackson","Digitized foreground array","$6,500.00","$795.00","failed",16,"US","USD","2020-06-16","2021-05-25","cat6 ","subcat16"
1680,5765,"Gardner, Ryan and Gutierrez","Triple-buffered multi-tasking matrices","$9,400.00","$4,899.00","failed",64,"US","USD","2021-03-02","2021-09-20","cat6 ","subcat16"
2791,3211,"Frazier, Patrick and Smith","Enhanced systemic analyzer","$154,300.00","$74,688.00","failed",679,"IT","EUR","2020-07-03","2021-06-17","cat6 ","subcat19"
379,5216,"Blair Group","Public-key 3rdgeneration budgetary management","$4,900.00","$521.00","failed",5,"US","USD","2020-11-17","2021-11-23","cat6 ","subcat19"
1730,5469,"Davis, Cox and Fox","Compatible exuding Graphical User Interface","$5,200.00","$702.00","failed",21,"GB","GBP","2021-03-28","2021-09-06","cat6 ","subcat19"
917,2385,"Jordan-Wolfe","Inverse multimedia Graphic Interface","$4,500.00","$1,863.00","failed",18,"US","USD","2021-04-10","2021-04-25","cat6 ","subcat19"
1006,1235,"Hale, Pearson and Jenkins","Upgradable attitude-oriented project","$97,200.00","$55,372.00","failed",513,"US","USD","2020-12-17","2021-05-27","cat6 ","subcat19"
2122,5508,"Black-Graham","Operative hybrid utilization","$145,000.00","$6,631.00","failed",130,"US","USD","2021-09-17","2021-10-03","cat6 ","subcat19"
1419,5262,"Leach, Rich and Price","Implemented bi-directional flexibility","$141,100.00","$74,073.00","failed",842,"US","USD","2021-11-15","2021-12-07","cat6 ","subcat19"
1668,4604,"Arias, Allen and Miller","Seamless transitional portal","$97,800.00","$32,951.00","failed",1220,"AU","AUD","2021-02-14","2021-11-03","cat7 ","subcat12"
890,5441,"Fields Ltd","Front-line foreground project","$5,500.00","$5,324.00","failed",133,"US","USD","2021-05-23","2021-06-21","cat7 ","subcat12"
1315,5171,"Velazquez, Hunt and Ortiz","Switchable zero tolerance website","$7,800.00","$1,586.00","failed",16,"US","USD","2021-03-28","2021-04-23","cat7 ","subcat12"
980,4890,"Berger, Johnson and Marshall","Devolved exuding emulation","$197,600.00","$82,959.00","failed",830,"US","USD","2020-12-12","2021-06-18","cat7 ","subcat12"
2393,3364,"Price and Sons","Object-based demand-driven strategy","$89,900.00","$45,384.00","failed",605,"US","USD","2021-10-09","2021-11-29","cat7 ","subcat12"
2177,6222,"Gallegos Inc","Seamless logistical encryption","$5,100.00","$574.00","failed",9,"US","USD","2020-04-29","2021-04-04","cat7 ","subcat12"
1135,6094,"Johnson, Murphy and Peterson","Cross-group high-level moderator","$84,900.00","$13,864.00","failed",180,"US","USD","2021-01-28","2021-08-11","cat7 ","subcat12"
2097,5739,"Pineda Ltd","Cross-group global system engine","$8,700.00","$4,531.00","failed",42,"US","USD","2020-08-11","2021-10-08","cat7 ","subcat12"
1672,4628,"Robinson Group","Switchable reciprocal middleware","$98,700.00","$87,448.00","failed",2915,"US","USD","2021-01-25","2021-11-24","cat7 ","subcat12"
1920,3032,"Smith-Kennedy","Virtual heuristic hub","$48,300.00","$16,592.00","failed",210,"IT","EUR","2021-08-21","2021-11-19","cat7 ","subcat12"
2103,1707,"Johnson-Morales","Devolved 24hour forecast","$125,600.00","$109,106.00","failed",3410,"US","USD","2021-01-26","2021-01-30","cat7 ","subcat12"
1327,3904,"Page, Holt and Mack","Fundamental methodical emulation","$92,500.00","$71,320.00","failed",679,"US","USD","2021-08-01","2021-10-14","cat7 ","subcat12"
589,2026,"Buck-Khan","Integrated bandwidth-monitored alliance","$8,900.00","$4,509.00","failed",47,"US","USD","2021-02-02","2021-09-26","cat7 ","subcat12"
784,4749,"Brady Ltd","Open-source reciprocal standardization","$4,900.00","$2,505.00","failed",31,"US","USD","2020-09-28","2021-03-31","cat7 ","subcat12"
640,5343,"Williams, Johnson and Campbell","Streamlined human-resource Graphic Interface","$7,800.00","$3,839.00","failed",67,"US","USD","2020-09-14","2021-04-07","cat7 ","subcat12"
558,4351,"Hogan Ltd","Stand-alone mission-critical moratorium","$9,600.00","$9,216.00","failed",115,"US","USD","2021-05-10","2021-12-17","cat7 ","subcat21"
969,2043,"Wang-Rodriguez","Total multimedia website","$188,800.00","$57,734.00","failed",535,"US","USD","2021-10-13","2021-11-02","cat7 ","subcat21"
241,5072,"Young, Gilbert and Escobar","Networked didactic time-frame","$151,300.00","$57,034.00","failed",1296,"US","USD","2020-10-11","2021-06-07","cat7 ","subcat21"
1010,4945,"Holder, Caldwell and Vance","Polarized systemic Internet solution","$178,000.00","$43,086.00","failed",395,"IT","EUR","2020-09-17","2021-05-25","cat7 ","subcat21"
2600,5849,"Nelson-Valdez","Open-source 4thgeneration open system","$145,600.00","$141,822.00","failed",2955,"US","USD","2020-02-14","2021-04-06","cat7 ","subcat21"
1203,5245,"Fischer, Torres and Walker","Expanded even-keeled portal","$118,000.00","$28,870.00","failed",656,"US","USD","2021-06-16","2021-08-03","cat7 ","subcat21"
2490,1918,"Dawson-Tyler","Optional 6thgeneration access","$193,200.00","$97,369.00","failed",1596,"US","USD","2020-12-08","2021-07-28","cat7 ","subcat21"
2098,5261,"Freeman-Ferguson","Profound full-range open system","$7,800.00","$4,275.00","failed",78,"US","USD","2021-02-10","2021-04-14","cat7 ","subcat21"
1344,3849,"Curtis-Curtis","User-friendly reciprocal initiative","$4,200.00","$2,212.00","failed",30,"AU","AUD","2021-04-20","2021-10-14","cat8 ","subcat15"
2333,4967,"Butler, Henry and Espinoza","Switchable didactic matrices","$37,100.00","$34,964.00","failed",393,"US","USD","2021-04-03","2021-12-23","cat8 ","subcat15"
748,3910,"Diaz-Garcia","Profit-focused 3rdgeneration circuit","$9,700.00","$1,146.00","failed",23,"CA","CAD","2021-03-05","2021-03-14","cat8 ","subcat15"
1696,2511,"King Ltd","Visionary systemic process improvement","$9,100.00","$5,803.00","failed",67,"US","USD","2021-03-29","2021-06-11","cat8 ","subcat15"
2432,5721,"Bell PLC","Ergonomic eco-centric open architecture","$100.00","$2.00","failed",1,"US","USD","2021-10-07","2021-11-25","cat8 ","subcat15"
1927,3657,"Porter-Hicks","De-engineered next generation parallelism","$8,800.00","$2,703.00","failed",33,"US","USD","2021-02-22","2021-06-21","cat8 ","subcat15"
399,5983,"Dixon, Perez and Banks","Re-engineered encompassing definition","$8,300.00","$2,111.00","failed",57,"CA","CAD","2021-12-29","2022-01-16","cat8 ","subcat15"
1378,2873,"Clements Ltd","Persistent bandwidth-monitored framework","$3,700.00","$1,343.00","failed",52,"US","USD","2020-07-07","2021-07-27","cat8 ","subcat15"
806,2961,"Walter Inc","Streamlined 5thgeneration intranet","$10,000.00","$8,142.00","failed",263,"AU","AUD","2020-12-20","2021-01-31","cat8 ","subcat15"
1563,3043,"Sanders, Farley and Huffman","Cross-group clear-thinking task-force","$172,000.00","$55,805.00","failed",1691,"US","USD","2021-04-08","2021-12-18","cat8 ","subcat15"
1951,6013,"Rodriguez-Robinson","Ergonomic methodical hub","$5,900.00","$4,997.00","failed",114,"IT","EUR","2021-07-23","2021-11-25","cat8 ","subcat15"
910,5594,"Wiggins Ltd","Upgradable analyzing core","$9,900.00","$6,161.00","live",66,"CA","CAD","2021-04-27","2021-11-24","cat3 ","subcat3 "
948,4025,"Burns-Burnett","Front-line scalable definition","$3,800.00","$2,241.00","live",86,"US","USD","2020-08-28","2021-05-19","cat3 ","subcat9 "
1114,3280,"Nunez-Richards","Exclusive attitude-oriented intranet","$110,100.00","$21,946.00","live",708,"DK","DKK","2020-04-08","2021-03-10","cat4 ","subcat4 "
238,2609,"Parker PLC","Reduced interactive matrix","$72,100.00","$30,902.00","live",278,"US","USD","2021-01-05","2021-07-21","cat4 ","subcat4 "
968,2467,"Warren Ltd","Distributed system-worthy application","$194,500.00","$41,212.00","live",808,"AU","AUD","2021-06-07","2021-09-21","cat5 ","subcat5 "
2882,1486,"Barnes-Williams","Upgradable explicit forecast","$8,600.00","$4,832.00","live",45,"US","USD","2021-03-02","2021-12-02","cat5 ","subcat7 "
563,4785,"Rush-Bowers","Persevering analyzing extranet","$189,500.00","$117,628.00","live",1089,"US","USD","2021-04-12","2021-12-26","cat5 ","subcat11"
3138,5713,"Joyce PLC","Synchronized directional capability","$3,600.00","$3,174.00","live",31,"US","USD","2020-09-25","2021-05-18","cat5 ","subcat11"
2488,3916,"Cooper Inc","Polarized discrete product","$3,600.00","$2,097.00","live",27,"GB","GBP","2020-11-13","2021-03-21","cat5 ","subcat13"
2510,1657,"Parker-Morris","Assimilated next generation instruction set","$41,000.00","$709.00","live",14,"US","USD","2020-02-15","2021-02-23","cat6 ","subcat10"
1911,6007,"Willis and Sons","Fundamental incremental database","$93,800.00","$21,477.00","live",211,"US","USD","2021-04-06","2021-06-16","cat7 ","subcat12"
65,1725,"Berry-Richardson","Automated zero tolerance implementation","$186,700.00","$178,338.00","live",3640,"CH","CHF","2020-05-28","2021-05-29","cat7 ","subcat12"
1572,3290,"Mcmillan Group","Advanced cohesive Graphic Interface","$153,700.00","$55,536.00","live",1111,"US","USD","2021-03-22","2021-12-29","cat7 ","subcat21"
2284,2809,"Foley-Cox","Progressive zero administration leverage","$153,700.00","$1,953.00","live",61,"US","USD","2021-07-09","2022-01-13","cat8 ","subcat15"
1175,2288,"Werner-Bryant","Virtual uniform frame","$1,800.00","$7,991.00","successful",222,"US","USD","2020-06-20","2021-01-30","cat1 ","subcat1 "
873,2067,"Stewart LLC","Cloned bi-directional architecture","$1,300.00","$12,047.00","successful",113,"US","USD","2020-11-29","2021-06-11","cat1 ","subcat1 "
1211,3307,"Wright, Hartman and Yu","User-friendly tertiary array","$3,300.00","$12,437.00","successful",131,"US","USD","2021-01-29","2021-02-13","cat1 ","subcat1 "
2049,1340,"Rose-Silva","Intuitive static portal","$3,300.00","$14,643.00","successful",190,"US","USD","2021-01-30","2021-06-25","cat1 ","subcat1 "
1559,4272,"Baker Ltd","Progressive intangible flexibility","$6,300.00","$14,199.00","successful",189,"US","USD","2021-04-18","2021-12-22","cat1 ","subcat1 "
343,6074,"Perry and Sons","Configurable static help-desk","$3,100.00","$9,889.00","successful",194,"GB","GBP","2021-03-04","2022-01-01","cat1 ","subcat1 "
3153,2653,"Long-Greene","Future-proofed heuristic encryption","$2,400.00","$12,310.00","successful",173,"GB","GBP","2020-07-27","2021-08-21","cat1 ","subcat1 "
37,3035,"Landry Inc","Synergistic cohesive adapter","$29,600.00","$77,021.00","successful",1572,"GB","GBP","2021-06-19","2021-06-24","cat1 ","subcat1 "
1067,1640,"Henson PLC","Universal contextually-based knowledgebase","$56,800.00","$173,437.00","successful",2443,"US","USD","2021-07-24","2021-08-08","cat1 ","subcat1 "
3019,3274,"Ramirez LLC","Multi-tiered maximized orchestration","$5,900.00","$6,608.00","successful",78,"US","USD","2021-04-05","2021-06-12","cat1 ","subcat1 "
76,3259,"Parker, Haley and Foster","Adaptive local task-force","$2,700.00","$9,967.00","successful",144,"US","USD","2020-06-25","2021-05-27","cat1 ","subcat1 "
766,5019,"Gordon, Mendez and Johnson","Fundamental needs-based frame","$137,600.00","$180,667.00","successful",2230,"US","USD","2020-08-29","2021-08-05","cat1 ","subcat1 "
427,1553,"Martin, Lee and Armstrong","Open-architected incremental ability","$1,600.00","$11,108.00","successful",154,"GB","GBP","2020-11-18","2021-08-05","cat1 ","subcat1 "
1814,4796,"Davis Ltd","Synchronized motivating solution","$1,400.00","$14,511.00","successful",363,"US","USD","2020-10-11","2021-04-05","cat1 ","subcat1 "
2978,5815,"Miller, Glenn and Adams","Distributed actuating project","$4,700.00","$11,174.00","successful",110,"US","USD","2021-03-22","2021-06-09","cat1 ","subcat1 "
1387,2794,"Williams and Sons","Profound composite core","$2,400.00","$8,558.00","successful",158,"US","USD","2021-06-29","2021-10-21","cat1 ","subcat1 "
2948,5140,"Kane, Pruitt and Rivera","Cross-platform next generation service-desk","$4,800.00","$7,797.00","successful",300,"US","USD","2021-11-23","2022-01-14","cat1 ","subcat1 "
2599,4140,"Wright-Bryant","Reverse-engineered client-server extranet","$19,800.00","$153,338.00","successful",1460,"AU","AUD","2020-06-20","2021-05-23","cat1 ","subcat1 "
1437,4861,"Peterson, Gonzalez and Spencer","Synchronized fault-tolerant algorithm","$7,500.00","$11,969.00","successful",114,"US","USD","2020-09-16","2021-07-10","cat1 ","subcat1 "
3209,4532,"Harris, Russell and Mitchell","User-centric cohesive policy","$3,600.00","$10,657.00","successful",266,"US","USD","2021-01-21","2021-11-02","cat1 ","subcat1 "
1755,1377,"Gonzalez-White","Open-architected disintermediate budgetary management","$2,400.00","$8,117.00","successful",114,"US","USD","2020-12-21","2021-10-27","cat1 ","subcat1 "
2986,3684,"Manning-Hamilton","Vision-oriented scalable definition","$97,300.00","$153,216.00","successful",2043,"US","USD","2020-12-29","2021-05-30","cat1 ","subcat1 "
1621,3765,"Odom Inc","Managed bottom-line architecture","$1,400.00","$14,560.00","successful",158,"US","USD","2021-01-25","2021-05-25","cat2 ","subcat2 "
3122,5911,"Watts Group","Universal 5thgeneration neural-net","$5,600.00","$11,924.00","successful",111,"IT","EUR","2021-03-17","2021-07-08","cat2 ","subcat2 "
1482,3604,"Vaughn, Hunt and Caldwell","Virtual grid-enabled task-force","$3,700.00","$4,247.00","successful",92,"US","USD","2021-05-23","2021-09-23","cat2 ","subcat2 "
2389,2851,"Casey-Kelly","Sharable holistic interface","$7,200.00","$13,653.00","successful",303,"US","USD","2021-01-25","2022-01-30","cat2 ","subcat2 "
1610,2109,"Gomez, Bailey and Flores","User-friendly static contingency","$16,800.00","$37,857.00","successful",411,"US","USD","2020-11-01","2021-03-04","cat2 ","subcat2 "
2824,1638,"Carlson Inc","Ergonomic fresh-thinking installation","$2,100.00","$4,640.00","successful",41,"US","USD","2020-12-28","2021-11-24","cat2 ","subcat2 "
2427,5256,"Keith, Alvarez and Potter","Extended bottom-line open architecture","$6,100.00","$9,134.00","successful",157,"CH","CHF","2021-09-05","2021-12-16","cat2 ","subcat2 "
805,1243,"Carney-Anderson","Digitized 5thgeneration knowledgebase","$1,000.00","$4,257.00","successful",43,"US","USD","2020-12-25","2021-08-29","cat2 ","subcat2 "
2159,1544,"Sullivan Group","Open-source fresh-thinking policy","$1,400.00","$14,324.00","successful",165,"US","USD","2021-06-01","2021-07-24","cat2 ","subcat2 "
894,3025,"Fox-Quinn","Enterprise-wide reciprocal success","$67,800.00","$176,398.00","successful",5880,"US","USD","2020-10-14","2021-02-28","cat2 ","subcat2 "
1955,5544,"Hill, Martin and Garcia","Sharable scalable core","$8,400.00","$10,729.00","successful",250,"US","USD","2020-08-22","2021-03-01","cat2 ","subcat2 "
614,4529,"Rosales, Branch and Harmon","Upgradable grid-enabled superstructure","$80,500.00","$96,735.00","successful",1697,"US","USD","2020-11-03","2021-09-27","cat2 ","subcat2 "
1204,5342,"Allen-Jones","Centralized modular initiative","$6,300.00","$9,935.00","successful",261,"US","USD","2021-07-15","2021-10-12","cat2 ","subcat2 "
641,4184,"Chase, Garcia and Johnson","Adaptive intangible database","$3,500.00","$5,037.00","successful",72,"US","USD","2021-05-20","2021-06-21","cat2 ","subcat2 "
336,3510,"Miller-Irwin","Secured maximized policy","$2,200.00","$8,697.00","successful",223,"US","USD","2021-11-26","2021-12-02","cat2 ","subcat2 "
3004,4270,"Young PLC","Innovative well-modulated functionalities","$98,700.00","$131,826.00","successful",2441,"US","USD","2020-09-01","2021-05-03","cat2 ","subcat2 "
1194,6201,"Mcgee Group","Assimilated discrete algorithm","$66,200.00","$123,538.00","successful",1113,"US","USD","2020-06-27","2021-05-04","cat2 ","subcat2 "
3176,1791,"Jordan-Acosta","Operative uniform hub","$173,800.00","$198,628.00","successful",2283,"US","USD","2020-02-27","2021-02-12","cat2 ","subcat2 "
2005,2646,"Young LLC","Universal maximized methodology","$74,100.00","$94,631.00","successful",2013,"US","USD","2021-09-12","2021-10-05","cat2 ","subcat2 "
2612,2140,"Lawrence Group","Automated actuating conglomeration","$3,700.00","$13,755.00","successful",191,"US","USD","2021-04-23","2022-01-26","cat2 ","subcat2 "
807,3079,"Gray-Davis","Re-contextualized local initiative","$5,200.00","$8,330.00","successful",139,"US","USD","2021-03-12","2021-10-07","cat2 ","subcat2 "
2889,3841,"Perry PLC","Mandatory uniform matrix","$3,400.00","$12,275.00","successful",131,"US","USD","2020-06-23","2021-05-10","cat2 ","subcat2 "
2592,2749,"Jones-Martin","Virtual systematic monitoring","$8,100.00","$14,083.00","successful",454,"US","USD","2020-09-21","2021-02-11","cat2 ","subcat2 "
305,4666,"Padilla-Porter","Innovative exuding matrix","$148,400.00","$182,302.00","successful",6286,"US","USD","2020-12-31","2021-08-20","cat2 ","subcat2 "
1898,4465,"Marsh-Coleman","Exclusive asymmetric analyzer","$177,700.00","$180,802.00","successful",1773,"US","USD","2020-09-25","2021-03-23","cat2 ","subcat2 "
1859,3815,"Taylor Inc","Public-key 3rdgeneration system engine","$2,800.00","$7,742.00","successful",84,"US","USD","2020-08-02","2021-05-24","cat2 ","subcat2 "
2470,5869,"Anderson Group","Organic maximized database","$6,300.00","$14,089.00","successful",135,"DK","DKK","2020-05-09","2021-05-01","cat2 ","subcat2 "
304,3650,"Johns PLC","Distributed high-level open architecture","$6,800.00","$14,865.00","successful",244,"US","USD","2020-11-01","2021-06-12","cat2 ","subcat2 "
1654,4266,"Martinez-Juarez","Realigned uniform knowledge user","$31,200.00","$95,364.00","successful",2725,"US","USD","2021-06-07","2021-10-31","cat2 ","subcat2 "
3145,2642,"Rowe-Wong","Robust hybrid budgetary management","$700.00","$6,654.00","successful",130,"US","USD","2021-07-16","2021-12-17","cat2 ","subcat2 "
653,3401,"Martinez, Garza and Young","Up-sized web-enabled info-mediaries","$108,500.00","$175,868.00","successful",2409,"IT","EUR","2021-01-06","2021-10-27","cat2 ","subcat2 "
1758,2816,"Valencia PLC","Extended asynchronous initiative","$3,400.00","$6,405.00","successful",160,"GB","GBP","2021-05-13","2021-08-21","cat2 ","subcat2 "
2205,1992,"Cardenas, Thompson and Carey","Configurable full-range emulation","$9,200.00","$12,322.00","successful",196,"IT","EUR","2021-04-10","2021-04-20","cat2 ","subcat2 "
2285,6141,"Evans-Jones","Switchable methodical superstructure","$38,500.00","$182,036.00","successful",1785,"US","USD","2021-03-15","2021-09-22","cat2 ","subcat2 "
2505,3234,"Logan-Miranda","Proactive systemic firmware","$29,600.00","$167,005.00","successful",1518,"CA","CAD","2021-11-02","2021-11-10","cat2 ","subcat2 "
2782,3238,"Mitchell-Lee","Customizable leadingedge model","$2,200.00","$14,420.00","successful",166,"US","USD","2021-07-03","2021-07-22","cat2 ","subcat2 "
2464,2578,"Shaffer-Mason","Managed bandwidth-monitored system engine","$1,100.00","$8,010.00","successful",148,"US","USD","2021-09-27","2021-11-24","cat2 ","subcat2 "
988,5685,"Vega, Chan and Carney","Down-sized systematic utilization","$7,400.00","$10,451.00","successful",138,"US","USD","2021-04-18","2021-11-18","cat2 ","subcat2 "
415,3607,"Welch Inc","Optional optimal website","$6,600.00","$8,276.00","successful",110,"US","USD","2021-10-06","2021-12-18","cat2 ","subcat2 "
1698,1368,"English-Mccullough","Business-focused discrete software","$2,600.00","$6,987.00","successful",218,"US","USD","2021-05-31","2021-09-19","cat2 ","subcat2 "
2442,2431,"Watson-Douglas","Centralized bandwidth-monitored leverage","$9,000.00","$11,721.00","successful",183,"CA","CAD","2021-03-29","2021-11-27","cat2 ","subcat2 "
198,4547,"Valdez, Williams and Meyer","Cross-group heuristic forecast","$1,500.00","$12,009.00","successful",279,"GB","GBP","2021-02-13","2021-12-04","cat2 ","subcat2 "
2136,4732,"Stewart and Sons","Distributed optimizing protocol","$54,000.00","$188,982.00","successful",2100,"US","USD","2020-02-17","2021-01-07","cat2 ","subcat2 "
3200,5126,"Dyer Inc","Secured well-modulated system engine","$4,100.00","$14,640.00","successful",252,"US","USD","2021-01-01","2021-04-05","cat2 ","subcat2 "
1226,5696,"Hogan Group","Versatile bottom-line definition","$5,600.00","$8,746.00","successful",159,"US","USD","2021-05-01","2022-01-18","cat2 ","subcat2 "
289,2984,"Mora, Miller and Harper","Stand-alone zero tolerance algorithm","$2,300.00","$4,883.00","successful",144,"US","USD","2021-01-31","2021-06-07","cat2 ","subcat2 "
3165,5235,"Peterson Ltd","Re-engineered 24hour matrix","$14,500.00","$159,056.00","successful",1559,"US","USD","2020-04-26","2021-02-28","cat2 ","subcat2 "
2925,4401,"Nunez-King","Phased clear-thinking policy","$2,200.00","$8,501.00","successful",207,"GB","GBP","2020-04-09","2021-03-05","cat2 ","subcat2 "
2632,3494,"Ramirez LLC","Reduced reciprocal focus group","$9,800.00","$11,091.00","successful",241,"US","USD","2020-12-09","2021-05-26","cat2 ","subcat2 "
253,5755,"Douglas LLC","Reduced heuristic moratorium","$900.00","$9,193.00","successful",164,"US","USD","2021-10-06","2022-01-27","cat2 ","subcat6 "
